iata_code,icao_code,name,city,country,latitude,longitude
KEM,EFKE,"Kemi-Tornio Airport","Kemi / Tornio",FI,65.778701782227,24.582099914551
KAJ,EFKI,"Kajaani Airport",Kajaani,FI,64.2855,27.6924
KHJ,EFKJ,"Kauhajoki Airfield",Kauhajoki,FI,62.463212,22.390817
KOK,EFKK,"Kokkola-Pietarsaari Airport","Kokkola / Kruunupyy",FI,63.721199,23.143101
KAO,EFKS,"Kuusamo Airport",Kuusamo,FI,65.987602,29.239401
KTT,EFKT,"Kittilä Airport",Kittilä,FI,67.700996398926,24.846799850464
KUO,EFKU,"Kuopio Airport","Kuopio / Siilinjärvi",FI,63.007099,27.7978
LPP,EFLP,"Lappeenranta Airport",Lappeenranta,FI,61.044601,28.144743
MHQ,EFMA,"Mariehamn Airport",Mariehamn,FI,60.1222,19.898199
MIK,EFMI,"Mikkeli Airport",Mikkeli,FI,61.6866,27.201799
OUL,EFOU,"Oulu Airport","Oulu / Oulunsalo",FI,64.930099,25.354601
POR,EFPO,"Pori Airport",Pori,FI,61.4617,21.799999
RVN,EFRO,"Rovaniemi Airport",Rovaniemi,FI,66.564796447754,25.830400466919
SVL,EFSA,"Savonlinna Airport",Savonlinna,FI,61.9431,28.945101
SJY,EFSI,"Seinäjoki Airport","Seinäjoki / Ilmajoki",FI,62.692101,22.8323
SOT,EFSO,"Sodankyla Airport",Sodankyla,FI,67.3949966431,26.6191005707
TMP,EFTP,"Tampere-Pirkkala Airport","Tampere / Pirkkala",FI,61.414101,23.604401
TKU,EFTU,"Turku Airport",Turku,FI,60.514099,22.2628
UTI,EFUT,"Utti Air Base","Utti / Valkeala",FI,60.8964,26.9384
VAA,EFVA,"Vaasa Airport",Vaasa,FI,63.050701,21.762199
VRK,EFVR,"Varkaus Airport","Varkaus / Joroinen",FI,62.171101,27.868601
YLI,EFYL,"Ylivieska Airfield",Ylivieska,FI,64.054722,24.725278
TFR,,"Katameya Air Base","New Cairo",EG,30.0503,31.841369
AUE,,"Abu Rudeis Airport","Ras Abu Rudeis",EG,28.899694,33.202057
BFS,EGAA,"Belfast International Airport",Belfast,GB,54.6575012207,-6.21582984924
ENK,EGAB,"Enniskillen/St Angelo Airport","Enniskillen, Fermanagh and Omagh",GB,54.398274,-7.651179
BHD,EGAC,"George Best Belfast City Airport",Belfast,GB,54.618099,-5.8725
LDY,EGAE,"City of Derry Airport",Derry,GB,55.04280090332,-7.1611099243164
BHX,EGBB,"Birmingham Airport","Birmingham, West Midlands",GB,52.453899,-1.74803
CVT,EGBE,"Coventry Airport","Coventry, West Midlands",GB,52.369701,-1.47972
GLO,EGBJ,"Gloucestershire Airport",Staverton,GB,51.894199371338,-2.1672201156616
ORM,EGBK,"Sywell Aerodrome","Northampton, Northamptonshire",GB,52.305302,-0.793056
NQT,EGBN,"Nottingham City Airport",Nottingham,GB,52.919998,-1.07917
GBA,EGBP,"Cotswold Airport","Cirencester, Gloucestershire",GB,51.668528,-2.056599
MAN,EGCC,"Manchester Airport","Manchester, Greater Manchester",GB,53.349375,-2.279521
UPV,EGDJ,"Upavon Aerodrome","Pewsey, Wiltshire",GB,51.28657,-1.782239
YEO,EGDY,"RNAS Yeovilton","Yeovil, Somerset",GB,51.009399,-2.63882
CAL,EGEC,"Campbeltown Airport",Campbeltown,GB,55.437198638916,-5.6863899230957
EOI,EGED,"Eday Airport",Eday,GB,59.190601348877,-2.7722198963165
FIE,EGEF,"Fair Isle Airport","Fair Isle",GB,59.534721,-1.628509
WHS,EGEH,"Whalsay Airstrip","Whalsay, Shetlands",GB,60.376835,-0.927229
SKL,EGEI,"Broadford Airstrip",Ashaig,GB,57.253399,-5.8279
COL,,"Coll Airport","Coll Island",GB,56.601898,-6.61778
NRL,EGEN,"North Ronaldsay Airport","North Ronaldsay",GB,59.3675003052,-2.43443989754
OBN,EGEO,"Oban Airport","North Connel",GB,56.463501,-5.39967
PPW,EGEP,"Papa Westray Airport","Papa Westray",GB,59.3516998291,-2.90027999878
SOY,EGER,"Stronsay Airport",Stronsay,GB,59.1553,-2.64139
NDY,EGES,"Sanday Airport",Sanday,GB,59.250301,-2.57667
LWK,EGET,"Lerwick / Tingwall Airport","Lerwick, Shetland Islands",GB,60.1922,-1.24361
WRY,EGEW,"Westray Airport",Westray,GB,59.3502998352,-2.95000004768
CSA,,"Colonsay Airstrip",Colonsay,GB,56.057499,-6.24306
HAW,EGFE,"Haverfordwest Airport",Haverfordwest,GB,51.833099365234,-4.9611101150513
CWL,EGFF,"Cardiff International Airport",Cardiff,GB,51.396702,-3.34333
SWS,EGFH,"Swansea Airport",Swansea,GB,51.601366,-4.071006
BRS,EGGD,"Bristol Airport",Bristol,GB,51.382702,-2.71909
LPL,EGGP,"Liverpool John Lennon Airport",Liverpool,GB,53.333599,-2.84972
LTN,EGGW,"London Luton Airport","Luton, Bedfordshire",GB,51.874699,-0.368333
LEQ,EGHC,"Land's End Airport","Land's End, Cornwall",GB,50.102798,-5.67056
ISC,EGHE,"St. Mary's Airport","St. Mary's, Isles of Scilly",GB,49.913375,-6.291894
BOH,EGHH,"Bournemouth Airport",Bournemouth,GB,50.780483,-1.839576
SOU,EGHI,"Southampton Airport",Southampton,GB,50.950298,-1.3568
BBP,EGHJ,"Bembridge Airport","Bembridge, Isle of Wight",GB,50.678101,-1.10944
NQY,EGHQ,"Cornwall Airport Newquay",Newquay,GB,50.440601,-4.99541
QUG,EGHR,"Goodwood Aerodrome","Chichester, West Sussex",GB,50.859832,-0.760073
ACI,EGJA,"Alderney Airport","Saint Anne",GG,49.706104,-2.21472
GCI,EGJB,"Guernsey Airport","Saint Peter Port",GG,49.435001,-2.60197
JER,EGJJ,"Jersey Airport","St. Peter",JE,49.207901,-2.19551
ESH,EGKA,"Brighton City Airport","Brighton, East Sussex",GB,50.835602,-0.297222
BQH,EGKB,"London Biggin Hill Airport",London,GB,51.3307991028,0.0324999988079
LGW,EGKK,"London Gatwick Airport",London,GB,51.148771,-0.192089
LCY,EGLC,"London City Airport",London,GB,51.505299,0.055278
FAB,EGLF,"Farnborough Airport","Farnborough, Hampshire",GB,51.275799,-0.776333
BBS,EGLK,"Blackbushe Airport","Camberley, Surrey",GB,51.323898,-0.8475
LHR,EGLL,"London Heathrow Airport",London,GB,51.4706,-0.461941
SEN,EGMC,"London Southend Airport","Southend-on-Sea, Essex",GB,51.570562,0.693627
LYX,EGMD,"Lydd London Ashford Airport","Romney Marsh, Kent",GB,50.956246,0.939074
CAX,EGNC,"Carlisle Lake District Airport","Carlisle, Cumbria",GB,54.9375,-2.80917
BLK,EGNH,"Blackpool Airport",Blackpool,GB,53.771702,-3.02861
HUY,EGNJ,"Humberside Airport","Grimsby, Lincolnshire",GB,53.576152,-0.34954
BWF,EGNL,"Barrow Walney Island Airport",Barrow-in-Furness,GB,54.1286111,-3.2675
LBA,EGNM,"Leeds Bradford Airport","Leeds, West Yorkshire",GB,53.865898,-1.66057
WRT,EGNO,"Warton Aerodrome",Warton,GB,53.745098,-2.88306
CEG,EGNR,"Hawarden Airport",Broughton,GB,53.178101,-2.97778
IOM,EGNS,"Isle of Man Airport",Castletown,IM,54.083302,-4.62389
NCL,EGNT,"Newcastle International Airport","Newcastle upon Tyne, Tyne and Wear",GB,55.037958,-1.689577
MME,EGNV,"Teesside International Airport","Darlington, Durham",GB,54.509201,-1.42941
EMA,EGNX,"East Midlands Airport",Nottingham,GB,52.8311,-1.32806
VLY,EGOV,"Anglesey Airport",Angelsey,GB,53.2481,-4.53534
KOI,EGPA,"Kirkwall Airport","Orkney Islands",GB,58.957801818848,-2.9049999713898
LSI,EGPB,"Sumburgh Airport","Lerwick, Shetland",GB,59.878899,-1.29556
WIC,EGPC,"Wick John O'Groats Airport",Wick,GB,58.4589,-3.09306
ABZ,EGPD,"Aberdeen International Airport",Aberdeen,GB,57.2019,-2.19778
INV,EGPE,"Inverness Airport",Inverness,GB,57.542499542236,-4.0475001335144
GLA,EGPF,"Glasgow Airport",Glasgow,GB,55.871899,-4.43306
EDI,EGPH,"Edinburgh Airport",Edinburgh,GB,55.950145,-3.372288
ILY,EGPI,"Islay Airport","Isle of Islay, Argyll and Bute",GB,55.682708,-6.257525
PIK,EGPK,"Glasgow Prestwick Airport","Prestwick, South Ayrshire",GB,55.502003,-4.587019
BEB,EGPL,"Benbecula Airport",Balivanich,GB,57.481098175049,-7.3627800941467
DND,EGPN,"Dundee Airport",Dundee,GB,56.452499389648,-3.0258300304413
SYY,EGPO,"Stornoway Airport","Stornoway, Western Isles",GB,58.215599,-6.33111
BRR,EGPR,"Barra Airport",Eoligarry,GB,57.0228,-7.44306
PSL,EGPT,"Perth/Scone Airport",Perth,GB,56.439201,-3.37222
TRE,EGPU,"Tiree Airport",Balemartine,GB,56.499198913574,-6.8691701889038
ADX,EGQL,"Leuchars Station Airfield","Leuchars, Fife",GB,56.37398,-2.868862
LMO,EGQS,"RAF Lossiemouth",Lossiemouth,GB,57.705200195312,-3.3391699790955
CBG,EGSC,"Cambridge City Airport","Cambridge, Cambridgeshire",GB,52.205002,0.175
NWI,EGSH,"Norwich Airport","Norwich, Norfolk",GB,52.6758,1.28278
STN,EGSS,"London Stansted Airport",London,GB,51.884998,0.235
HYC,EGTB,"Wycombe Air Park","Marlow, Buckinghamshire",GB,51.61177,-0.808316
EXT,EGTE,"Exeter International Airport","Exeter, Devon",GB,50.734261,-3.413984
OXF,EGTK,"London Oxford Airport","Kidlington, Oxfordshire",GB,51.836899,-1.32
RCS,EGTO,"Rochester Airport","Rochester, Kent",GB,51.351898,0.503333
BEX,EGUB,"RAF Benson","Wallingford, Oxfordshire",GB,51.614366,-1.095991
LKZ,EGUL,"RAF Lakenheath","Brandon, Suffolk",GB,52.40954,0.561161
MHZ,EGUN,"RAF Mildenhall","Bury Saint Edmunds, Suffolk",GB,52.3619,0.486406
FFD,EGVA,"RAF Fairford","Fairford, Gloucestershire",GB,51.683568,-1.789172
BZZ,EGVN,"RAF Brize Norton","Carterton, Oxfordshire",GB,51.75,-1.58362
ODH,EGVO,"RAF Odiham","Hook, Hampshire",GB,51.2341,-0.942825
NHT,EGWU,"RAF Northolt",London,GB,51.553001,-0.418167
QCY,EGXC,"RAF Coningsby","Lincoln, Lincolnshire",GB,53.092999,-0.166014
BEQ,EGXH,"RAF Honington","Bury Saint Edmunds, Suffolk",GB,52.342602,0.772939
WTN,EGXW,"RAF Waddington","Lincoln, Lincolnshire",GB,53.166199,-0.523811
KNF,EGYM,"RAF Marham","King's Lynn, Norfolk",GB,52.648395,0.550692
MPN,EGYP,"Mount Pleasant Airport","Mount Pleasant",FK,-51.822799682617,-58.447200775146
AMS,EHAM,"Amsterdam Airport Schiphol",Amsterdam,NL,52.308601,4.76389
MST,EHBK,"Maastricht Aachen Airport",Maastricht,NL,50.911701,5.77014
EIN,EHEH,"Eindhoven Airport",Eindhoven,NL,51.4500999451,5.37452983856
GRQ,EHGG,"Groningen Airport Eelde",Groningen,NL,53.119701,6.57944
GLZ,EHGR,"Gilze Rijen Air Base",Rijen,NL,51.567402,4.93183
DHR,EHKD,"De Kooy Airfield / Den Helder Naval Air Station","Den Helder",NL,52.923401,4.78062
LEY,EHLE,"Lelystad Airport",Lelystad,NL,52.453188,5.514622
LWR,EHLW,"Leeuwarden Air Base",Leeuwarden,NL,53.22859954834,5.7605600357056
RTM,EHRD,"Rotterdam The Hague Airport",Rotterdam,NL,51.956902,4.43722
ENS,EHTW,"Twente Airport",Enschede,NL,52.275833,6.889167
UDE,EHVK,"Volkel Air Base",Uden,NL,51.657222,5.707778
WOE,EHWO,"Woensdrecht Air Base",Hoogerheide,NL,51.4491,4.34203
BYT,EIBN,"Bantry Aerodrome",Bantry,IE,51.6772,-9.487123
BLY,EIBT,"Belmullet Aerodrome",Belmullet,IE,54.2228012085,-10.0307998657
NNR,EICA,"Connemara Regional Airport",Inverin,IE,53.23030090332,-9.4677801132202
ORK,EICK,"Cork Airport",Cork,IE,51.841301,-8.49111
CFN,EIDL,"Donegal Airport",Donegal,IE,55.044200897217,-8.3409996032715
DUB,EIDW,"Dublin Airport",Dublin,IE,53.428713,-6.262121
IOR,EIIM,"Inishmore Aerodrome","Inis Mór",IE,53.106700897217,-9.6536102294922
INQ,EIIR,"Inisheer Aerodrome","Inis Oírr",IE,53.064701,-9.5109
KKY,EIKK,"Kilkenny Airport",Kilkenny,IE,52.650798797607,-7.2961101531982
NOC,EIKN,"Ireland West Knock Airport",Charlestown,IE,53.910301,-8.81849
KIR,EIKY,"Kerry Airport",Farranfore,IE,52.180901,-9.52378
IIA,EIMN,"Inishmaan Aerodrome","Inis Meáin",IE,53.092999,-9.56806
SNN,EINN,"Shannon Airport",Shannon,IE,52.702,-8.92482
SXL,EISG,"Sligo Airport",Sligo,IE,54.280200958252,-8.5992097854614
WAT,EIWF,"Waterford Airport",Waterford,IE,52.187199,-7.08696
EJN,ZBEN,"Ejin Banner Taolai Airport","Ejin Banner",CN,42.0155,101.0005
EJT,,"Enejit Airport","Enejit Island",MH,6.0404,171.9846
AAR,EKAH,"Aarhus Airport",Aarhus,DK,56.303331,10.618286
BLL,EKBI,"Billund Airport",Billund,DK,55.740335,9.157019
CPH,EKCH,"Copenhagen Kastrup Airport",Copenhagen,DK,55.617900848389,12.656000137329
EBJ,EKEB,"Esbjerg Airport",Esbjerg,DK,55.525902,8.5534
KRP,EKKA,"Midtjyllands Airport / Air Base Karup",Karup,DK,56.297139,9.104311
BYR,EKLS,"Læsø Airport",Læsø,DK,57.277199,11.0001
MRW,EKMB,"Lolland Falster Maribo Airport",Rødby,DK,54.699447,11.438163
ODE,EKOD,"Odense Hans Christian Andersen Airport",Odense,DK,55.475307,10.327206
RKE,EKRK,"Copenhagen Roskilde Airport",Roskilde,DK,55.585602,12.1314
RNN,EKRN,"Bornholm Airport",Rønne,DK,55.063301,14.7596
SGD,EKSB,"Sønderborg Airport",Sønderborg,DK,54.964401245117,9.791729927063
CNL,EKSN,"Sindal Airport",Sindal,DK,57.503502,10.2294
SKS,EKSP,"Skrydstrup Air Base",Vojens,DK,55.221048,9.26702
SQW,EKSV,"Skive Airport",Skive,DK,56.550201,9.17298
TED,EKTS,"Thisted Airport",Thisted,DK,57.068802,8.70522
FAE,EKVG,"Vágar Airport",Vágar,FO,62.063256,-7.275782
STA,EKVJ,"Stauning Vestjylland  Airport",Skjern,DK,55.990101,8.35391
AAL,EKYT,"Aalborg Airport",Aalborg,DK,57.094763,9.84993
LUX,ELLX,"Luxembourg-Findel International Airport",Luxembourg,LU,49.6233333,6.2044444
EMR,,"El Mirador Heliport","El Mirador",GT,17.752077,-89.924916
AES,ENAL,"Ålesund Airport, Vigra",Ålesund,NO,62.5625,6.1197
ANX,ENAN,"Andøya Airport, Andenes",Andenes,NO,69.292503,16.144199
ALF,ENAT,"Alta Airport",Alta,NO,69.976097,23.3717
FDE,ENBL,"Førde Airport, Bringeland",Førde,NO,61.391102,5.75694
BNN,ENBN,"Brønnøysund Airport, Brønnøy",Brønnøy,NO,65.461098,12.2175
BOO,ENBO,"Bodø Airport",Bodø,NO,67.269203,14.3653
BGO,ENBR,"Bergen Airport, Flesland",Bergen,NO,60.2934,5.21814
BJF,ENBS,"Båtsfjord Airport",Båtsfjord,NO,70.60025,29.692612
BVG,ENBV,"Berlevåg Airport",Berlevåg,NO,70.871517,29.034097
KRS,ENCN,"Kristiansand Airport, Kjevik",Kjevik,NO,58.204201,8.08537
BDU,ENDU,"Bardufoss Airport",Målselv,NO,69.055801,18.5404
EVE,ENEV,"Harstad/Narvik Airport, Evenes",Evenes,NO,68.491302490234,16.678100585938
FRO,ENFL,"Florø Airport",Florø,NO,61.583599090576,5.0247201919556
OSL,ENGM,"Oslo Airport, Gardermoen","Oslo (Gardermoen)",NO,60.193901,11.1004
HMR,ENHA,"Hamar Lufthavn, Stavsberg",Hamar,NO,60.8181,11.068
HAU,ENHD,"Haugesund Airport, Karmøy",Karmøy,NO,59.345299,5.20836
HFT,ENHF,"Hammerfest Airport",Hammerfest,NO,70.679703,23.6686
HAA,ENHK,"Hasvik Airport",Hasvik,NO,70.486702,22.1397
HVG,ENHV,"Honningsvåg Airport, Valan",Honningsvåg,NO,71.009697,25.983601
KSU,ENKB,"Kristiansund Airport, Kvernberget",Kvernberget,NO,63.111801,7.82452
GLL,ENKL,"Gol Airport","Klanten flyplass",NO,60.791066,9.048672
KKN,ENKR,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO,69.7258,29.8913
LKN,ENLK,"Leknes Airport",Leknes,NO,68.152496337891,13.609399795532
MEH,ENMH,"Mehamn Airport",Mehamn,NO,71.029701,27.8267
MOL,ENML,"Molde Airport, Årø",Årø,NO,62.744701,7.2625
MJF,ENMS,"Mosjøen Airport, Kjærstad",Mosjøen,NO,65.783997,13.2149
LKL,ENNA,"Lakselv Airport, Banak",Lakselv,NO,70.068802,24.973499
OSY,ENNM,"Namsos Airport",Namsos,NO,64.472198,11.5786
NTB,ENNO,"Notodden Airport",Notodden,NO,59.565071,9.213152
OLA,ENOL,"Ørland Airport",Ørland,NO,63.69889831543,9.6040000915527
HOV,ENOV,"Ørsta-Volda Airport, Hovden",Ørsta,NO,62.180000305176,6.0741000175476
MQN,ENRA,"Mo i Rana Airport, Røssvoll","Mo i Rana",NO,66.363899230957,14.301400184631
RVK,ENRM,"Rørvik Airport, Ryum",Rørvik,NO,64.838302612305,11.14610004425
RRS,ENRO,"Røros Airport",Røros,NO,62.578399658203,11.342300415039
RET,ENRS,"Røst Airport",Røst,NO,67.526482,12.101575
LYR,ENSB,"Svalbard Airport, Longyear",Longyearbyen,NO,78.246101379395,15.465600013733
SDN,ENSD,"Sandane Airport, Anda",Sandane,NO,61.830002,6.10583
SOG,ENSG,"Sogndal Airport, Haukåsen",Sogndal,NO,61.156101,7.13778
SVJ,ENSH,"Svolvær Airport, Helle",Svolvær,NO,68.243301,14.6692
SKN,ENSK,"Stokmarknes Airport, Skagen",Hadsel,NO,68.578827,15.033417
SRP,ENSO,"Stord Airport, Sørstokken",Leirvik,NO,59.791901,5.34085
SOJ,ENSR,"Sørkjosen Airport",Sørkjosen,NO,69.786797,20.9594
VAW,ENSS,"Vardø Airport, Svartnes",Vardø,NO,70.3554,31.044901
SSJ,ENST,"Sandnessjøen Airport, Stokka",Alstahaug,NO,65.956802,12.4689
TOS,ENTC,"Tromsø Airport, Langnes",Tromsø,NO,69.683296,18.9189
TRF,ENTO,"Sandefjord Airport, Torp",Torp,NO,59.186699,10.2586
TRD,ENVA,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924
VDS,ENVD,"Vadsø Airport",Vadsø,NO,70.0653,29.8447
VRY,,"Værøy Heliport",Værøy,NO,67.654555,12.727257
SVG,ENZV,"Stavanger Airport, Sola",Stavanger,NO,58.876701,5.63778
BZG,EPBY,"Bydgoszcz Ignacy Jan Paderewski Airport",Bydgoszcz,PL,53.096802,17.977699
GDN,EPGD,"Gdańsk Lech Wałęsa Airport",Gdańsk,PL,54.377602,18.4662
KRK,EPKK,"Kraków John Paul II International Airport",Balice,PL,50.077702,19.7848
KTW,EPKT,"Katowice Wojciech Korfanty International Airport",Katowice,PL,50.476015,19.080705
LUZ,EPLB,"Lublin Airport",Lublin,PL,51.240157,22.713461
LCJ,EPLL,"Łódź Władysław Reymont Airport",Łódź,PL,51.721901,19.3981
WMI,EPMO,"Modlin Airport","Nowy Dwór Mazowiecki",PL,52.451099,20.6518
POZ,EPPO,"Poznań-Ławica Airport",Poznań,PL,52.421598,16.823359
RDO,EPRA,"Warsaw Radom Airport",Radom,PL,51.38937,21.214742
RZE,EPRZ,"Rzeszów-Jasionka Airport",Jasionka,PL,50.109791,22.024155
SZZ,EPSC,"Solidarity Szczecin–Goleniów Airport",Glewice,PL,53.584702,14.9022
SZY,EPSY,"Olsztyn-Mazury Airport",Szymany,PL,53.481899,20.9377
WAW,EPWA,"Warsaw Chopin Airport",Warsaw,PL,52.165699,20.9671
WRO,EPWR,"Copernicus Wrocław Airport",Wrocław,PL,51.103719,16.882096
IEG,EPZG,"Zielona Góra-Babimost Airport","Nowe Kramsko",PL,52.1385,15.7986
ERT,,"Erdenet Airport",Erdenet,MN,48.983056,104.150556
RNB,ESDF,"Ronneby Airport",Ronneby,SE,56.266701,15.265
GOT,ESGG,"Göteborg Landvetter Airport",Göteborg,SE,57.6628,12.2798
JKG,ESGJ,"Jönköping Airport",Jönköping,SE,57.757598876953,14.068699836731
LDK,ESGL,"Lidköping-Hovby Airport",Lidköping,SE,58.4655,13.1744
GSE,ESGP,"Säve Airport",Göteborg,SE,57.7747,11.8704
KVB,ESGR,"Skövde Airport",Skövde,SE,58.456402,13.9727
THN,ESGT,"Trollhättan-Vänersborg Airport",Trollhättan,SE,58.318099975586,12.345000267029
KSK,ESKK,"Karlskoga Airport",Karlskoga,SE,59.345901,14.4959
MXX,ESKM,"Mora Airport",Mora,SE,60.957901,14.5114
NYO,ESKN,"Stockholm Skavsta Airport",Nyköping,SE,58.788601,16.912201
SCR,,"Scandinavian Mountains Airport",Malung-Sälen,SE,61.158393,12.842503
KID,ESMK,"Kristianstad Airport",Kristianstad,SE,55.9217,14.0855
OSK,ESMO,"Oskarshamn Airport",Oskarshamn,SE,57.350498,16.497999
KLR,ESMQ,"Kalmar Airport",Kalmar,SE,56.685501,16.2876
MMX,ESMS,"Malmö Sturup Airport",Malmö,SE,55.535564,13.376327
HAD,ESMT,"Halmstad Airport",Halmstad,SE,56.691101074219,12.820199966431
VXO,ESMX,"Växjö Kronoberg Airport",Växjö,SE,56.929100036621,14.727999687195
EVG,ESND,"Sveg Airport",Sveg,SE,62.047798,14.4229
GEV,ESNG,"Gällivare Airport",Gällivare,SE,67.132400512695,20.814599990845
KRF,ESNK,"Kramfors-Sollefteå Höga Kusten Airport",Nyland,SE,63.048599,17.7689
LYC,ESNL,"Lycksele Airport",Lycksele,SE,64.548302,18.7162
SDL,ESNN,"Sundsvall-Härnösand Airport","Sundsvall/ Härnösand",SE,62.528099060059,17.443899154663
OER,ESNO,"Örnsköldsvik Airport",Örnsköldsvik,SE,63.408298492432,18.989999771118
KRN,ESNQ,"Kiruna Airport",Kiruna,SE,67.821998596191,20.336799621582
SFT,ESNS,"Skellefteå Airport",Skellefteå,SE,64.624801635742,21.076900482178
UME,ESNU,"Umeå Airport",Umeå,SE,63.791801452637,20.282800674438
VHM,ESNV,"Vilhelmina South Lapland Airport",Vilhelmina,SE,64.579102,16.833599
AJR,ESNX,"Arvidsjaur Airport",Arvidsjaur,SE,65.590301513672,19.281900405884
SOO,ESNY,"Söderhamn Airport",Söderhamn,SE,61.261501,17.0991
OSD,ESNZ,"Åre Östersund Airport",Östersund,SE,63.194135,14.500322
ORB,ESOE,"Örebro Airport",Örebro,SE,59.223701477051,15.038000106812
HFS,ESOH,"Hagfors Airport",Råda,SE,60.0201,13.5789
KSD,ESOK,"Karlstad Airport",Karlstad,SE,59.444698,13.3374
VST,ESOW,"Stockholm Västerås Airport","Stockholm / Västerås",SE,59.589401245117,16.633600234985
LLA,ESPA,"Luleå Airport",Luleå,SE,65.5438,22.122
ARN,ESSA,"Stockholm-Arlanda Airport",Stockholm,SE,59.64849,17.928829
BMA,ESSB,"Stockholm-Bromma Airport",Stockholm,SE,59.354400634766,17.941699981689
BLE,ESSD,"Dala Airport",Borlange,SE,60.422001,15.5152
HLF,ESSF,"Hultsfred Airport",Hultsfred,SE,57.525799,15.8233
GVX,ESSK,"Gävle Sandviken Airport","Gävle / Sandviken",SE,60.5933,16.951401
LPI,ESSL,"Linköping City Airport",Linköping,SE,58.4062004089,15.6805000305
NRK,ESSP,"Norrköping Airport",Norrköping,SE,58.58629989624,16.250600814819
TYF,ESST,"Torsby Airport",Torsby,SE,60.1576,12.9913
EKT,ESSU,"Eskilstuna Airport",Eskilstuna,SE,59.351101,16.708401
VBY,ESSV,"Visby Airport",Visby,SE,57.662799835205,18.346200942993
VVK,ESSW,"Västervik Airport",Västervik,SE,57.779999,16.5236
AGH,ESTA,"Ängelholm-Helsingborg Airport",Ängelholm,SE,56.296100616455,12.847100257874
SQO,ESUD,"Storuman Airport",Storuman,SE,64.960899,17.6966
IDB,ESUE,"Idre Airport",Idre,SE,61.869701,12.6894
PJA,ESUP,"Pajala Airport",Pajala,SE,67.244569,23.074894
HMV,ESUT,"Hemavan Airport",Hemavan,SE,65.806099,15.0828
GLC,,"Geladi Airport",Geladi,ET,6.98443984985,46.4213981628
SHC,,"Shire Inda Selassie Airport","Shire Inda Selassie",ET,14.075699,38.273592
SPM,ETAD,"Spangdahlem Air Base",Trier,DE,49.976507,6.698413
RMS,ETAR,"Ramstein Air Base",Ramstein-Miesenbach,DE,49.436901,7.60028
FRZ,ETHF,"Fritzlar Army Airfield",Fritzlar,DE,51.1146,9.286
ILH,ETIK,"Illesheim Army Heliport",Illesheim,DE,49.4739,10.3881
KZG,,"Kitzingen Airfield",Kitzingen,DE,49.744293,10.207313
FCN,ETMN,"Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase","Wurster Nordseeküste",DE,53.767689,8.659201
GKE,ETNG,"Geilenkirchen Air Base",Geilenkirchen,DE,50.9608,6.04242
RLG,ETNL,"Rostock-Laage Airport",Laage,DE,53.918201,12.2783
WBG,ETNS,"Schleswig Air Base",Jagel,DE,54.459301,9.51633
WIE,ETOU,"Wiesbaden Army Airfield",Wiesbaden,DE,50.049800872803,8.325400352478
IGS,ETSI,"Ingolstadt Manching Airport",Manching,DE,48.715698242188,11.534000396729
LPX,EVLA,"Liepāja International Airport",Liepāja,LV,56.517502,21.096901
RIX,EVRA,"Riga International Airport",Riga,LV,56.920752,23.970711
VNT,EVVA,"Ventspils International Airport",Ventspils,LV,57.3578,21.544201
EXI,,"Excursion Inlet Seaplane Base","Excursion Inlet",US,58.420502,-135.449005
KUN,EYKA,"Kaunas International Airport",Kaunas,LT,54.963901519775,24.084800720215
PLQ,EYPA,"Palanga International Airport",Palanga,LT,55.973201751709,21.093900680542
PNV,EYPP,"Panevėžys Air Base",Panevėžys,LT,55.729400634766,24.460800170898
SQQ,EYSA,"Šiauliai International Airport",Šiauliai,LT,55.893901824951,23.395000457764
VNO,EYVI,"Vilnius International Airport",Vilnius,LT,54.634102,25.285801
RGR,,"Ranger Municipal Airport",Ranger,US,32.4525985718,-98.682800293
ALJ,FAAB,"Alexander Bay Airport","Alexander Bay",ZA,-28.575001,16.5333
AGZ,FAAG,"Aggeneys Airport",Aggeneys,ZA,-29.281799,18.8139
ADY,FAAL,"Alldays Airport",Alldays,ZA,-22.679001,29.0555
BIY,FABE,"Bisho Airport",Bisho,ZA,-32.897099,27.2791
BFN,FABL,"Bram Fischer International Airport",Bloemfontain,ZA,-29.092699,26.302401
UTE,FABU,"Bultfontein Airport",Bultfontein,ZA,-28.273369,26.135835
ASS,FAAR,"Arathusa Safari Lodge Airport",Arathusa,ZA,-24.740527,31.517973
CDO,FACD,"Cradock Airport",Cradock,ZA,-32.1567001343,25.6455993652
CPT,FACT,"Cape Town International Airport","Cape Town",ZA,-33.9648017883,18.6016998291
DUK,FADK,"Mubatuba Airport",Mubatuba,ZA,-28.36840057373,32.248100280762
PZL,FADQ,"Zulu Inyala Airport",Phinda,ZA,-27.84939956665,32.309700012207
ELS,FAEL,"King Phalo Airport","East London",ZA,-33.035599,27.825899
EMG,FAEM,"Empangeni Airport",Empangeni,ZA,-28.719999313354,31.889999389648
ELL,FAER,"Ellisras Matimba Airport",Ellisras,ZA,-23.726699829102,27.688299179077
FCB,FAFB,"Ficksburg Sentraoes Airport",Ficksburg,ZA,-28.823099136353,27.908899307251
GCJ,FAGC,"Grand Central Airport",Midrand,ZA,-25.9862995148,28.1401004791
